legacy_allocation_key,legacy_application_id,legacy_payment_id,legacy_student_id,legacy_charge_key,amount,allocation_mode,legacy_period,source
BACKFILL:BACKFILL-A-0110-20260415-INS-ABR|b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26|1,BACKFILL:BACKFILL-A-0110-20260415-INS-ABR,BACKFILL-A-0110-20260415-INS-ABR,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40,b7f24e9c-6a1d-4b5a-9b34-c72abe5f4c40|ENROLLMENT_FEE|25-26,1000.00,MANUAL,BACKFILL,MANUAL_HISTORICAL_BACKFILL
da73ce5e-8a81-4474-9363-68db703f9438|562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-03|1,da73ce5e-8a81-4474-9363-68db703f9438,c0a3147b-ffd1-4c72-851b-047294ab746e,562676d8-327a-4012-97e1-f0cfefc685b0,562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-03,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
da73ce5e-8a81-4474-9363-68db703f9438|562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-08|2,da73ce5e-8a81-4474-9363-68db703f9438,c0a3147b-ffd1-4c72-851b-047294ab746e,562676d8-327a-4012-97e1-f0cfefc685b0,562676d8-327a-4012-97e1-f0cfefc685b0|TUITION|2026-08,1500.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
97138d3c-6e05-4ee4-82d8-3665acb31dbd|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-05|1,97138d3c-6e05-4ee4-82d8-3665acb31dbd,9b5ebebd-f92a-46e6-8338-e95e8c341f1a,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
64945fb6-7b37-48b9-b8c5-395df84322b2|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-06|1,64945fb6-7b37-48b9-b8c5-395df84322b2,7dd65bfb-d940-423a-9cd5-bab92dfcf533,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-06,1200.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
a3cf393c-3cd5-4bdf-b218-70bc1034b4b5|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-06|1,a3cf393c-3cd5-4bdf-b218-70bc1034b4b5,7eff8445-8036-4fd8-be19-5a6340ff915e,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-06,1200.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
dda7a4df-d096-4edd-b298-a3fca3126c14|3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-08|1,dda7a4df-d096-4edd-b298-a3fca3126c14,6e043db5-12e1-47d3-9b03-9c9b877a2c9d,3f6663d7-9b89-4ea2-9f06-5035caff6390,3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-08,900.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
6e729163-e6e6-4b40-8b8d-e54fe113bf3b|2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-08|1,6e729163-e6e6-4b40-8b8d-e54fe113bf3b,c275e866-a24f-4ee9-9155-8aec3ea76be9,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-08,900.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
45270b30-55a1-48fe-b14e-e42affb98120|a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-05|1,45270b30-55a1-48fe-b14e-e42affb98120,444b8622-47f1-4f08-abd5-141871ac0024,a8144361-4bce-487c-bc3a-949391e8d895,a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
f52600d6-4400-4666-a4ef-6192d314cf88|845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-05|1,f52600d6-4400-4666-a4ef-6192d314cf88,83e40b64-15a1-4f68-ac74-386c3c65a9d7,845acc82-5357-4263-a24c-e03f7ea60a49,845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
b8ab6f0f-4adf-40ec-87a0-12b25182b5c7|f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-05|1,b8ab6f0f-4adf-40ec-87a0-12b25182b5c7,eb8f5c8f-8fe4-4815-8acd-adb1cce7162c,f5bb300e-d8ed-4cca-b176-cb11e46338bd,f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-05,1400.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
9021a32d-87cd-43e6-9ce7-d7c36922e35b|a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-04|1,9021a32d-87cd-43e6-9ce7-d7c36922e35b,228e5a5a-c7a2-47d0-a695-f46ff18f2bad,a4c9cada-bb7c-4116-8091-8b3e944aba30,a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-04,1000.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
df0ebb2f-ddc9-44c2-8dc3-6f5d04d09057|a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-08|1,df0ebb2f-ddc9-44c2-8dc3-6f5d04d09057,228e5a5a-c7a2-47d0-a695-f46ff18f2bad,a4c9cada-bb7c-4116-8091-8b3e944aba30,a4c9cada-bb7c-4116-8091-8b3e944aba30|TUITION|2026-08,1000.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
e15306cd-7908-4c9a-9c1e-03749b5183b7|6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-05|1,e15306cd-7908-4c9a-9c1e-03749b5183b7,ab280011-6074-43fb-9bb0-ca0636a7e668,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-05,1600.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
c450c4c9-29fd-402f-a448-524b913b822e|ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2026-05|1,c450c4c9-29fd-402f-a448-524b913b822e,7d72ee32-879e-4150-a700-d0846fa2e50c,ea4ba647-d045-4e06-ae83-397c1aa0fb8d,ea4ba647-d045-4e06-ae83-397c1aa0fb8d|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
f3636ae7-395b-449b-bc5d-697ea49d4dd6|64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-05|1,f3636ae7-395b-449b-bc5d-697ea49d4dd6,3f4bcccd-acc4-49c3-8f1d-1ef937d7f18d,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-05,1200.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
71cca016-7b1d-4607-bcb9-5d848b541157|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-05|1,71cca016-7b1d-4607-bcb9-5d848b541157,8838b98e-1369-48a7-8845-430aece3bb30,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
88976109-5b9c-46fd-a706-1b8de5b983d0|c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-04|1,88976109-5b9c-46fd-a706-1b8de5b983d0,8838b98e-1369-48a7-8845-430aece3bb30,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554,c94e75bd-f940-4e2f-a9b3-2d1dc8ad0554|TUITION|2026-04,1500.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
49768384-df3f-4c70-9cb0-58510a795c76|81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2026-04|1,49768384-df3f-4c70-9cb0-58510a795c76,c1cd11f1-12e7-460e-85cd-bc8dea332955,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a,81db6f65-f0d0-45e2-93d7-8d0e5c3dc56a|TUITION|2026-04,1000.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
a0425142-35b0-4e15-a619-8c97855f19f1|6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2026-04|1,a0425142-35b0-4e15-a619-8c97855f19f1,8486dce0-3d93-498c-a1c5-46e4bb1b86cf,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d,6a9b25d0-e6e4-4cf2-94ef-4ba0a59c5b2d|TUITION|2026-04,1000.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
52e1d23f-1ce9-49a7-b0f3-812db8df4e66|6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2026-04|1,52e1d23f-1ce9-49a7-b0f3-812db8df4e66,10d685fc-a749-4ead-9c2f-7657cf18aa62,6f2f8410-2704-4938-8538-21edb5b8221a,6f2f8410-2704-4938-8538-21edb5b8221a|TUITION|2026-04,1000.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
9078e7ca-29a7-40d1-a416-c547aa98fc72|d8b23e94-04f7-4eed-9748-9c90f9758257|TUITION|2026-05|1,9078e7ca-29a7-40d1-a416-c547aa98fc72,beed1c7e-630f-4201-97f5-538795bc9896,d8b23e94-04f7-4eed-9748-9c90f9758257,d8b23e94-04f7-4eed-9748-9c90f9758257|TUITION|2026-05,1200.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
26aec52f-bfb0-460b-a0ed-f3cf5cc79a93|f55dbff7-6831-4d96-8262-f103ccf4bd43|TUITION|2026-05|1,26aec52f-bfb0-460b-a0ed-f3cf5cc79a93,43133b09-9196-4525-9262-f024b750830a,f55dbff7-6831-4d96-8262-f103ccf4bd43,f55dbff7-6831-4d96-8262-f103ccf4bd43|TUITION|2026-05,1200.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
9ac08014-7d7e-48a0-ae9f-157cd76cdfb6|18f8e872-a787-4eef-953c-1c326065039e|TUITION|2026-05|1,9ac08014-7d7e-48a0-ae9f-157cd76cdfb6,7752d0e2-c48b-490c-921a-1af0a7ec80ab,18f8e872-a787-4eef-953c-1c326065039e,18f8e872-a787-4eef-953c-1c326065039e|TUITION|2026-05,1000.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
a8d613ef-d83d-4aeb-8cb5-d045b03b9cd3|a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2026-06|1,a8d613ef-d83d-4aeb-8cb5-d045b03b9cd3,97b83b10-6d80-47f0-9ad5-829417eb5611,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb,a289cbad-dbdb-4e9c-8afd-aeef6bbd7fcb|TUITION|2026-06,1400.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
d5a81eff-5d6f-4d16-9bf1-28673c1dbfd8|061d5f0c-2ec0-4698-a862-38cdd50d237d|TUITION|2026-06|1,d5a81eff-5d6f-4d16-9bf1-28673c1dbfd8,d7257aad-6b7a-4eff-9656-3b0430e0835e,061d5f0c-2ec0-4698-a862-38cdd50d237d,061d5f0c-2ec0-4698-a862-38cdd50d237d|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
ca831083-1bbe-4b0b-aaed-cef18fa2fa00|2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-06|1,ca831083-1bbe-4b0b-aaed-cef18fa2fa00,10b28cb1-5734-48e1-afbe-842381a91a00,2645afb7-c140-490c-b8db-c0dd4fbf6e11,2645afb7-c140-490c-b8db-c0dd4fbf6e11|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
14c0b237-2f5d-4505-9788-5c961254515a|64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-06|1,14c0b237-2f5d-4505-9788-5c961254515a,ea88c248-a146-4114-b733-42a91b8d9f07,64b7b8c4-c418-4b27-8aa7-31c44d2850f4,64b7b8c4-c418-4b27-8aa7-31c44d2850f4|TUITION|2026-06,1200.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
3e5a2710-d44d-49a5-af37-f6080095219d|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-05|1,3e5a2710-d44d-49a5-af37-f6080095219d,f75c7e01-114d-422d-b004-3ef3fe0f5f29,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-05,1000.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
7fa3fae7-4357-43eb-9373-c4f9a78eb3fd|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-05|1,7fa3fae7-4357-43eb-9373-c4f9a78eb3fd,6933ee78-4330-4e9b-b3fe-9a74c7cfdc8e,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-05,1000.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
ebd8a226-3e02-4244-9a4e-561beb1ed3ea|df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-05|1,ebd8a226-3e02-4244-9a4e-561beb1ed3ea,fa881e4a-268d-4566-8740-3a0c78d38906,df9c3a2b-804a-47bc-9b11-eb45575dad16,df9c3a2b-804a-47bc-9b11-eb45575dad16|TUITION|2026-05,200.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
59a20a01-9eff-40e7-9d8a-2b459471f304|edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-05|1,59a20a01-9eff-40e7-9d8a-2b459471f304,5f5054a5-9efd-4d5a-bbb4-3f1848265cf3,edd2b7ac-5bca-4650-8c2e-75f65e70849f,edd2b7ac-5bca-4650-8c2e-75f65e70849f|TUITION|2026-05,200.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
4d01e450-5910-4c3e-9bee-825a431f94fb|2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|TUITION|2026-06|1,4d01e450-5910-4c3e-9bee-825a431f94fb,cd0738ff-7254-4a6f-9873-41b53a99fcff,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c,2bc201a6-4c7f-402c-9ed1-a2310ae79d3c|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
816803bc-667d-4112-bed9-460933180b83|f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-06|1,816803bc-667d-4112-bed9-460933180b83,c1ed75cf-64b3-41e0-9192-c36d05aa17cf,f5bb300e-d8ed-4cca-b176-cb11e46338bd,f5bb300e-d8ed-4cca-b176-cb11e46338bd|TUITION|2026-06,1400.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
5880dd74-6ddd-46e3-9ef7-d20baaee5a72|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-06|1,5880dd74-6ddd-46e3-9ef7-d20baaee5a72,7c688f9e-3674-43ae-9dd6-9c279cf8281a,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
b3630573-e6e7-4c65-be18-8c6fd04fd837|2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-05|1,b3630573-e6e7-4c65-be18-8c6fd04fd837,7c688f9e-3674-43ae-9dd6-9c279cf8281a,2a01ea65-7487-4834-ab23-855018d8868e,2a01ea65-7487-4834-ab23-855018d8868e|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
851da49b-74ce-4fe4-ba37-6fde79f50622|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-05|1,851da49b-74ce-4fe4-ba37-6fde79f50622,c9adc7e2-70a3-44b0-80a9-8a2c64f608df,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
a448a2ac-0f79-46b4-9255-87d49d3a7bad|f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-06|1,a448a2ac-0f79-46b4-9255-87d49d3a7bad,c9adc7e2-70a3-44b0-80a9-8a2c64f608df,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7,f618e808-f64d-40f7-ac44-d3b6ddc0f0a7|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
8b75e6fb-b564-47c6-bec3-944e49a43894|fdee6234-bf6d-4d45-bbd4-731a1c453987|TUITION|2026-06|1,8b75e6fb-b564-47c6-bec3-944e49a43894,2fdc2cf9-4e33-448c-b9ff-8943b3ecaf98,fdee6234-bf6d-4d45-bbd4-731a1c453987,fdee6234-bf6d-4d45-bbd4-731a1c453987|TUITION|2026-06,950.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
786530a5-7371-4cd8-965c-6dddde47bf12|0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-05|1,786530a5-7371-4cd8-965c-6dddde47bf12,6916d287-6bc2-4b4d-9387-703900d6a596,0a79ced7-bab3-44d8-89da-e166880163bd,0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
cc217d70-218a-45fb-946a-5a07949be432|533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-05|1,cc217d70-218a-45fb-946a-5a07949be432,44791b9b-ae85-4c8d-b7f1-cdd529d611fb,533aa94a-8eb8-436d-82ac-cb0d104f816e,533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
04ccc4c1-969e-4cfd-992c-e5706589a889|6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-06|1,04ccc4c1-969e-4cfd-992c-e5706589a889,187af412-f461-44d2-8b9e-175bd2b9ccb3,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb,6539fe6a-8f3f-4a06-aa20-dbb71a0a4ccb|TUITION|2026-06,1600.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
6bf0f5b9-b959-456b-b08b-28198466fa3d|a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-06|1,6bf0f5b9-b959-456b-b08b-28198466fa3d,12248596-aad0-4f0b-93cd-ddc503e73572,a8144361-4bce-487c-bc3a-949391e8d895,a8144361-4bce-487c-bc3a-949391e8d895|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
fd1f0a28-2ca0-4a00-b377-79a8bd558ea3|845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-06|1,fd1f0a28-2ca0-4a00-b377-79a8bd558ea3,5167f01c-71d1-4d45-b906-a792c9c91df6,845acc82-5357-4263-a24c-e03f7ea60a49,845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
8985575e-ee19-4bae-9f33-46f8e52416ba|5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2026-05|1,8985575e-ee19-4bae-9f33-46f8e52416ba,4cfcd5ad-0064-4a3f-90c9-ba813a035f20,5cb7777e-5664-4929-b875-cddff5a7c18c,5cb7777e-5664-4929-b875-cddff5a7c18c|TUITION|2026-05,1500.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
414fb788-05ee-4641-9465-05320a708b8f|abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2026-03|1,414fb788-05ee-4641-9465-05320a708b8f,ff3fd64b-8d8f-45d7-abb5-cd83c53da2c4,abea3641-4bdf-451a-8710-fa95ab34cab7,abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2026-03,1600.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
414fb788-05ee-4641-9465-05320a708b8f|abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2026-08|2,414fb788-05ee-4641-9465-05320a708b8f,ff3fd64b-8d8f-45d7-abb5-cd83c53da2c4,abea3641-4bdf-451a-8710-fa95ab34cab7,abea3641-4bdf-451a-8710-fa95ab34cab7|TUITION|2026-08,1600.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
28f9c0f7-0a3b-40d6-b291-4ba49e0b3c3b|a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-02|1,28f9c0f7-0a3b-40d6-b291-4ba49e0b3c3b,93e90777-992a-49fb-afb7-9f225391f889,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-02,1600.00,MANUAL,FEB,LEGACY_PAYMENT_APPLICATION
450865ce-6956-4fb8-b207-e09511a3eaed|a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-03|1,450865ce-6956-4fb8-b207-e09511a3eaed,107ca748-66c1-4034-887e-43c5cc6bf36f,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-03,1600.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
2ba0d524-8f07-4082-9778-571bf0e08835|a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-08|1,2ba0d524-8f07-4082-9778-571bf0e08835,a759ded7-01f8-42ba-9e5f-b719537b65c4,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-08,1600.00,MANUAL,MAR/AGO,LEGACY_PAYMENT_APPLICATION
7bb7bfce-db65-4abc-b62a-f8c4952d1b7b|a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-04|1,7bb7bfce-db65-4abc-b62a-f8c4952d1b7b,70a5873c-197a-4684-843e-77a1ad93402b,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2026-04,1600.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
cad8f07b-8118-44b7-a47a-8e77b6e7ccc3|fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-05|1,cad8f07b-8118-44b7-a47a-8e77b6e7ccc3,f332b660-ecd7-4ad4-8725-2f9f41b50ac2,fa437269-6375-40e4-87dc-f133c454a67b,fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
dfa9cac5-3648-481d-bef2-ec2af4e6519e|fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-06|1,dfa9cac5-3648-481d-bef2-ec2af4e6519e,f332b660-ecd7-4ad4-8725-2f9f41b50ac2,fa437269-6375-40e4-87dc-f133c454a67b,fa437269-6375-40e4-87dc-f133c454a67b|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
8779c663-7e7c-48a0-bd70-fd71123dcddc|2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-06|1,8779c663-7e7c-48a0-bd70-fd71123dcddc,71232767-c8bb-406f-b50b-7a4f4df588ce,2a0d752a-79d5-4658-bf0d-64b137383ac6,2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
ef111004-2187-449f-a705-9c5437fd658b|2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-05|1,ef111004-2187-449f-a705-9c5437fd658b,71232767-c8bb-406f-b50b-7a4f4df588ce,2a0d752a-79d5-4658-bf0d-64b137383ac6,2a0d752a-79d5-4658-bf0d-64b137383ac6|TUITION|2026-05,900.00,MANUAL,MAY,LEGACY_PAYMENT_APPLICATION
7a5f7e5d-4bdd-4b3f-b3d1-009ab3dc1e63|02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2026-04|1,7a5f7e5d-4bdd-4b3f-b3d1-009ab3dc1e63,2819c254-320a-4747-b8e9-67a948660179,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,02b5e8d1-89fb-4a1d-a9d3-58817df86b24|TUITION|2026-04,1600.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
e02c2095-e899-446e-bfa4-88e8ee85872e|3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-04|1,e02c2095-e899-446e-bfa4-88e8ee85872e,f8ced08a-5b88-4325-9852-439c1f4e3f64,3f6663d7-9b89-4ea2-9f06-5035caff6390,3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2026-04,900.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
93484a9e-477d-4684-b384-96eccb1e3fa2|2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-04|1,93484a9e-477d-4684-b384-96eccb1e3fa2,e9233a5c-b98c-4226-8b03-325e4fa1d669,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f,2e6b93f5-df65-49fd-8c38-d2325e1f2a4f|TUITION|2026-04,900.00,MANUAL,ABR,LEGACY_PAYMENT_APPLICATION
5a95436e-33d5-4b40-b90a-0bcd846e6a61|6d484f92-07ed-4ef5-acde-ed43c7314527|TUITION|2026-06|1,5a95436e-33d5-4b40-b90a-0bcd846e6a61,f7269542-3257-41f9-a992-c260c3627a5b,6d484f92-07ed-4ef5-acde-ed43c7314527,6d484f92-07ed-4ef5-acde-ed43c7314527|TUITION|2026-06,1500.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
4f60d59e-29fc-410b-a728-d4395c291a19|0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-06|1,4f60d59e-29fc-410b-a728-d4395c291a19,0597e040-8694-4ca5-8cdc-d3541e6dcf23,0a79ced7-bab3-44d8-89da-e166880163bd,0a79ced7-bab3-44d8-89da-e166880163bd|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
80843e88-4c54-4a81-b8c0-6bf9ba07f852|533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-06|1,80843e88-4c54-4a81-b8c0-6bf9ba07f852,7a1dc7d1-0bf7-44f2-beb1-c453a4650e41,533aa94a-8eb8-436d-82ac-cb0d104f816e,533aa94a-8eb8-436d-82ac-cb0d104f816e|TUITION|2026-06,900.00,MANUAL,JUN,LEGACY_PAYMENT_APPLICATION
INSCRIPTION:156dcb34-1fda-4f81-a320-dd2591e366c8|afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|ENROLLMENT_FEE|25-26|1,INSCRIPTION:156dcb34-1fda-4f81-a320-dd2591e366c8,156dcb34-1fda-4f81-a320-dd2591e366c8,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1,afa0658f-b7b9-4fb1-997b-0e0fcf93b4e1|ENROLLMENT_FEE|25-26,1100.00,MANUAL,INS,RECONSTRUCTED_ENROLLMENT_ALLOCATION
