legacy_agreement_key,legacy_student_id,concept_code,legacy_price_id,base_amount_snapshot,benefit_type_snapshot,benefit_value_snapshot,agreed_amount,valid_from,valid_until,reason,source
3f6663d7-9b89-4ea2-9f06-5035caff6390|TUITION|2025-09-02,3f6663d7-9b89-4ea2-9f06-5035caff6390,TUITION,e6258133-ca76-4c6d-a0fc-2ef4c7b8a61c,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-02,,Beca Fran,LEGACY_PRICE_HISTORY
02b5e8d1-89fb-4a1d-a9d3-58817df86b24|ENROLLMENT_FEE|2025-09-01,02b5e8d1-89fb-4a1d-a9d3-58817df86b24,ENROLLMENT_FEE,e6ad0ac3-c051-47da-b21d-69cf4c485047,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|TUITION|2025-09-02,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,TUITION,e743b9fb-8d87-42d7-b0d9-3a13a7b353cc,1600.00,,,1600.00,2025-09-02,,Alta inicial (personalizada),LEGACY_PRICE_HISTORY
f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577|ENROLLMENT_FEE|2025-09-01,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,ENROLLMENT_FEE,ea39784a-4680-40de-b5aa-a4323b65873d,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
2645afb7-c140-490c-b8db-c0dd4fbf6e11|ENROLLMENT_FEE|2025-08-15,2645afb7-c140-490c-b8db-c0dd4fbf6e11,ENROLLMENT_FEE,eab6b4f2-581e-4757-921c-31062bf642ec,2500.00,,,2500.00,2025-08-15,,,LEGACY_PRICE_HISTORY
a6b37970-a2fa-4a7b-8b11-d3e5151b40b3|ENROLLMENT_FEE|2025-09-01,a6b37970-a2fa-4a7b-8b11-d3e5151b40b3,ENROLLMENT_FEE,ebb2721f-edab-4a94-89bb-25f9fddc664a,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
5af22e45-f9f7-4577-b07b-7ce4a7940329|TUITION|2025-09-01,5af22e45-f9f7-4577-b07b-7ce4a7940329,TUITION,ebe64ee8-8431-4fed-a2d6-f756f616dec0,1600.00,FIXED_AMOUNT,100.00,1500.00,2025-09-01,,beca fran,LEGACY_PRICE_HISTORY
58f5f801-a774-4b45-8960-aec7b7127187|ENROLLMENT_FEE|2025-09-01,58f5f801-a774-4b45-8960-aec7b7127187,ENROLLMENT_FEE,ed08d1e3-4963-43fb-95d6-1d54db3b072b,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
95149f3e-bf90-4279-8471-a562bd517960|ENROLLMENT_FEE|2025-09-01,95149f3e-bf90-4279-8471-a562bd517960,ENROLLMENT_FEE,ed4e1a90-c9f2-4448-80f8-eabc3ab9a9f1,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
5cb7777e-5664-4929-b875-cddff5a7c18c|ENROLLMENT_FEE|2025-09-01,5cb7777e-5664-4929-b875-cddff5a7c18c,ENROLLMENT_FEE,f067c448-7dfa-4464-9d39-9c121b37611a,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577|TUITION|2025-09-02,f0fe1f2d-d8f7-4f5d-b713-d15b3cc1f577,TUITION,f4b98178-13c5-483f-b3f9-4d1d1eb193ba,1600.00,FIXED_AMOUNT,500.00,1100.00,2025-09-02,,beca isla,LEGACY_PRICE_HISTORY
f9b527e1-7319-4c6c-b3bf-431bf9843bfb|TUITION|2025-09-02,f9b527e1-7319-4c6c-b3bf-431bf9843bfb,TUITION,f5161deb-f426-4945-acdf-95d21a3668dc,1600.00,FIXED_AMOUNT,1600.00,0.00,2025-09-02,,hija maestra,LEGACY_PRICE_HISTORY
61ed3b0d-3542-46bc-a02d-4f73b36cffd3|ENROLLMENT_FEE|2025-02-05,61ed3b0d-3542-46bc-a02d-4f73b36cffd3,ENROLLMENT_FEE,f5ab2f57-c27d-40ef-91a2-898b90f809d4,1100.00,,,1100.00,2025-02-05,,,LEGACY_PRICE_HISTORY
845acc82-5357-4263-a24c-e03f7ea60a49|TUITION|2025-09-01,845acc82-5357-4263-a24c-e03f7ea60a49,TUITION,f772e0c5-37b8-472f-b1f7-50b2ba0c41d5,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-01,,beca familiar,LEGACY_PRICE_HISTORY
0e861609-c592-4713-bfad-a86c2f7d1c00|ENROLLMENT_FEE|2025-09-01,0e861609-c592-4713-bfad-a86c2f7d1c00,ENROLLMENT_FEE,f79c2594-1d15-404f-acbf-f638938a98c0,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
58d1397f-6c2f-4806-874f-04e5ac218830|TUITION|2025-09-02,58d1397f-6c2f-4806-874f-04e5ac218830,TUITION,f895f4bb-afec-4033-93a1-0bba7f1429ad,1600.00,FIXED_AMOUNT,700.00,900.00,2025-09-02,,beca familiar,LEGACY_PRICE_HISTORY
562676d8-327a-4012-97e1-f0cfefc685b0|ENROLLMENT_FEE|2025-02-01,562676d8-327a-4012-97e1-f0cfefc685b0,ENROLLMENT_FEE,fa4fb19e-044f-471b-af15-12c1af6ffecc,1100.00,,,1100.00,2025-02-01,,,LEGACY_PRICE_HISTORY
2a01ea65-7487-4834-ab23-855018d8868e|ENROLLMENT_FEE|2025-09-01,2a01ea65-7487-4834-ab23-855018d8868e,ENROLLMENT_FEE,fb6dd94f-a358-4f8d-9545-c0ed19f12841,2500.00,,,2500.00,2025-09-01,,,LEGACY_PRICE_HISTORY
